idx,sample_id,y_true,y_pred,true_label,pred_label,confidence,correct
23,GTEX-13PVR-2326-SM-5QGR1,2,2,Normal Tissue,Normal Tissue,0.9991021156311035,True
24,GTEX-T6MO-1626-SM-32QOM,2,2,Normal Tissue,Normal Tissue,0.999464213848114,True
25,TCGA-W3-AA1R-06,1,1,Metastasis,Metastasis,0.9483867883682251,True
26,GTEX-ZVZP-2426-SM-59HKJ,2,2,Normal Tissue,Normal Tissue,0.9968284964561462,True
27,TCGA-D3-A8GK-06,1,1,Metastasis,Metastasis,0.8391624689102173,True
28,GTEX-U4B1-1826-SM-4DXSU,2,2,Normal Tissue,Normal Tissue,0.9910570383071899,True
29,GTEX-ZVZO-0126-SM-5A5L9,2,2,Normal Tissue,Normal Tissue,0.9973989725112915,True
30,GTEX-13FTY-2126-SM-5IFFB,2,2,Normal Tissue,Normal Tissue,0.9943564534187317,True
31,TCGA-EE-A20H-06,1,0,Metastasis,Primary Tumor,0.5684361457824707,False
32,GTEX-OXRP-0126-SM-3NB32,2,2,Normal Tissue,Normal Tissue,0.9968520998954773,True
33,GTEX-YFC4-0008-SM-4RGM3,2,2,Normal Tissue,Normal Tissue,0.9749282002449036,True
34,GTEX-13FH7-1126-SM-5K7UG,2,2,Normal Tissue,Normal Tissue,0.99625164270401,True
35,GTEX-147GR-0526-SM-5S2MY,2,2,Normal Tissue,Normal Tissue,0.9943667054176331,True
36,GTEX-Y8LW-1826-SM-5S2MV,2,2,Normal Tissue,Normal Tissue,0.9962095022201538,True
37,GTEX-O5YU-0008-SM-4E3I7,2,2,Normal Tissue,Normal Tissue,0.5634329319000244,True
38,GTEX-X8HC-0126-SM-4E3JW,2,2,Normal Tissue,Normal Tissue,0.9933981895446777,True
39,TCGA-D3-A51G-06,1,1,Metastasis,Metastasis,0.8277589082717896,True
40,TCGA-EE-A29M-06,1,1,Metastasis,Metastasis,0.9624845385551453,True
41,TCGA-BF-A5ER-01,0,0,Primary Tumor,Primary Tumor,0.9077327251434326,True
42,TCGA-D3-A8GD-06,1,1,Metastasis,Metastasis,0.9784749746322632,True
43,TCGA-D3-A5GU-06,1,1,Metastasis,Metastasis,0.8895165324211121,True
44,GTEX-YEC4-2126-SM-5IFJH,2,2,Normal Tissue,Normal Tissue,0.9940593242645264,True
45,GTEX-SIU8-0126-SM-2XCDT,2,2,Normal Tissue,Normal Tissue,0.9799864888191223,True
46,GTEX-Y111-0126-SM-4SOIV,2,2,Normal Tissue,Normal Tissue,0.987676739692688,True
47,GTEX-11GS4-0008-SM-5QGRA,2,2,Normal Tissue,Normal Tissue,0.907157301902771,True
48,GTEX-YJ8O-2526-SM-5HL85,2,1,Normal Tissue,Metastasis,0.6815253496170044,False
49,GTEX-WI4N-1026-SM-3LK7N,2,2,Normal Tissue,Normal Tissue,0.9969502091407776,True
50,TCGA-D3-A3C8-06,1,1,Metastasis,Metastasis,0.5089885592460632,True
51,TCGA-FS-A4F2-06,1,1,Metastasis,Metastasis,0.7125320434570312,True
52,TCGA-EE-A29P-06,1,1,Metastasis,Metastasis,0.9637792110443115,True
53,GTEX-QLQ7-1626-SM-2S1R8,2,2,Normal Tissue,Normal Tissue,0.9927155375480652,True
54,TCGA-EB-A44O-01,0,0,Primary Tumor,Primary Tumor,0.8355184197425842,True
55,TCGA-FS-A1ZB-06,1,2,Metastasis,Normal Tissue,0.9572508931159973,False
56,TCGA-ER-A19T-01,0,0,Primary Tumor,Primary Tumor,0.8032020330429077,True
57,GTEX-11EQ8-0008-SM-5Q5DJ,2,2,Normal Tissue,Normal Tissue,0.9446955323219299,True
58,GTEX-11GSO-2426-SM-5A5LY,2,2,Normal Tissue,Normal Tissue,0.9961979985237122,True
59,GTEX-OXRL-0126-SM-2YUMP,2,2,Normal Tissue,Normal Tissue,0.9972332119941711,True
60,GTEX-XV7Q-0008-SM-4BRWL,2,2,Normal Tissue,Normal Tissue,0.9936057329177856,True
61,TCGA-ER-A19T-06,1,1,Metastasis,Metastasis,0.760213315486908,True
62,GTEX-12WSB-0126-SM-59HJN,2,2,Normal Tissue,Normal Tissue,0.9526168704032898,True
63,GTEX-SNMC-0008-SM-4DM5A,2,2,Normal Tissue,Normal Tissue,0.9939132332801819,True
64,GTEX-QVJO-0008-SM-447AU,2,2,Normal Tissue,Normal Tissue,0.9909893870353699,True
65,GTEX-Y5V6-2426-SM-4VDSB,2,2,Normal Tissue,Normal Tissue,0.9322089552879333,True
66,GTEX-Z93S-0008-SM-4RGM5,2,2,Normal Tissue,Normal Tissue,0.8980346322059631,True
67,GTEX-13OVH-0126-SM-5MR4B,2,2,Normal Tissue,Normal Tissue,0.9822943210601807,True
68,GTEX-XUW1-0926-SM-4BONX,2,2,Normal Tissue,Normal Tissue,0.9953351616859436,True
69,GTEX-14C5O-0126-SM-5SI6N,2,2,Normal Tissue,Normal Tissue,0.9729412794113159,True
70,GTEX-145MG-1526-SM-5Q5EM,2,2,Normal Tissue,Normal Tissue,0.750872790813446,True
71,GTEX-XLM4-0008-SM-4AT4W,2,2,Normal Tissue,Normal Tissue,0.6305227279663086,True
72,GTEX-WYVS-2126-SM-3NMA3,2,2,Normal Tissue,Normal Tissue,0.7897043228149414,True
73,GTEX-14753-0426-SM-5NQAM,2,2,Normal Tissue,Normal Tissue,0.9949589371681213,True
74,TCGA-D3-A3CE-06,1,1,Metastasis,Metastasis,0.8775407075881958,True
75,GTEX-13OW8-1026-SM-5J1NQ,2,2,Normal Tissue,Normal Tissue,0.9907349348068237,True
76,GTEX-113JC-2326-SM-5EQ4E,2,2,Normal Tissue,Normal Tissue,0.9737262725830078,True
77,GTEX-Z9EW-1626-SM-5CVMN,2,2,Normal Tissue,Normal Tissue,0.9984629154205322,True
78,GTEX-13X6K-0626-SM-5LU5D,2,2,Normal Tissue,Normal Tissue,0.9860314130783081,True
79,TCGA-ER-A19M-06,1,1,Metastasis,Metastasis,0.927908182144165,True
80,GTEX-11OF3-0008-SM-5S2NH,2,2,Normal Tissue,Normal Tissue,0.9305428266525269,True
81,GTEX-ZPU1-1126-SM-4YCF3,2,2,Normal Tissue,Normal Tissue,0.9739009141921997,True
82,TCGA-EE-A3AF-06,1,1,Metastasis,Metastasis,0.7740606665611267,True
83,TCGA-EE-A29A-06,1,1,Metastasis,Metastasis,0.6989845037460327,True
84,TCGA-EE-A184-06,1,1,Metastasis,Metastasis,0.742249608039856,True
85,TCGA-FS-A1YY-06,1,1,Metastasis,Metastasis,0.5709146857261658,True
86,TCGA-EE-A3J4-06,1,1,Metastasis,Metastasis,0.7971556186676025,True
87,TCGA-ER-A19A-06,1,0,Metastasis,Primary Tumor,0.4385932385921478,False
88,TCGA-FS-A4F8-06,1,1,Metastasis,Metastasis,0.8508856296539307,True
89,GTEX-RN64-0008-SM-48FEZ,2,2,Normal Tissue,Normal Tissue,0.9499074220657349,True
90,TCGA-EB-A6QZ-01,0,0,Primary Tumor,Primary Tumor,0.8308334350585938,True
91,TCGA-D3-A8GQ-06,1,1,Metastasis,Metastasis,0.8940964937210083,True
92,TCGA-RP-A694-06,1,1,Metastasis,Metastasis,0.9515792727470398,True
93,TCGA-FS-A1ZC-06,1,1,Metastasis,Metastasis,0.587706446647644,True
94,GTEX-QLQW-1126-SM-2S1Q8,2,2,Normal Tissue,Normal Tissue,0.8984262943267822,True
95,TCGA-XV-AAZW-01,0,0,Primary Tumor,Primary Tumor,0.7737941741943359,True
96,GTEX-Y111-0626-SM-4SOIT,2,2,Normal Tissue,Normal Tissue,0.9931061863899231,True
97,GTEX-11UD1-0008-SM-5S2P6,2,2,Normal Tissue,Normal Tissue,0.9845053553581238,True
98,TCGA-FW-A3TU-06,1,1,Metastasis,Metastasis,0.9512071013450623,True
99,GTEX-P4PQ-0008-SM-48TDX,2,2,Normal Tissue,Normal Tissue,0.9958065748214722,True
100,GTEX-T5JW-0008-SM-4DM5X,2,2,Normal Tissue,Normal Tissue,0.9808332920074463,True
101,GTEX-13OVJ-0126-SM-5KM36,2,2,Normal Tissue,Normal Tissue,0.9619986414909363,True
102,TCGA-XV-AAZY-01,0,1,Primary Tumor,Metastasis,0.7334228157997131,False
103,GTEX-PWCY-1826-SM-2S1OK,2,2,Normal Tissue,Normal Tissue,0.9992831349372864,True
104,TCGA-FS-A4FC-06,1,2,Metastasis,Normal Tissue,0.5880473852157593,False
105,GTEX-13OVI-2726-SM-5KM56,2,2,Normal Tissue,Normal Tissue,0.7877532839775085,True
106,GTEX-12696-0126-SM-5EQ4L,2,2,Normal Tissue,Normal Tissue,0.9878082871437073,True
107,GTEX-OOBK-0008-SM-3NB27,2,2,Normal Tissue,Normal Tissue,0.9282928109169006,True
108,GTEX-132AR-0326-SM-5KM2C,2,2,Normal Tissue,Normal Tissue,0.9984825253486633,True
109,TCGA-BF-AAP1-01,0,0,Primary Tumor,Primary Tumor,0.7567784786224365,True
110,GTEX-13OW5-0126-SM-5MR3A,2,2,Normal Tissue,Normal Tissue,0.978836715221405,True
111,TCGA-YD-A9TB-06,1,1,Metastasis,Metastasis,0.9561994671821594,True
112,GTEX-P4QT-0008-SM-48TDZ,2,2,Normal Tissue,Normal Tissue,0.9919413328170776,True
113,TCGA-EE-A2MU-06,1,1,Metastasis,Metastasis,0.9608615636825562,True
114,GTEX-13G51-1826-SM-5KLZH,2,2,Normal Tissue,Normal Tissue,0.9261950850486755,True
115,TCGA-ER-A3EV-06,1,1,Metastasis,Metastasis,0.9292163252830505,True
116,GTEX-XQ8I-0008-SM-4WAWM,2,2,Normal Tissue,Normal Tissue,0.9781330823898315,True
117,GTEX-XPT6-0008-SM-4B64Q,2,1,Normal Tissue,Metastasis,0.48895642161369324,False
118,TCGA-YD-A89C-06,1,1,Metastasis,Metastasis,0.8451110124588013,True
119,TCGA-EE-A2M5-06,1,2,Metastasis,Normal Tissue,0.5276389122009277,False
120,TCGA-FS-A1Z4-06,1,1,Metastasis,Metastasis,0.9476089477539062,True
121,TCGA-RP-A695-06,1,1,Metastasis,Metastasis,0.9300941824913025,True
122,GTEX-XUZC-0008-SM-4BOQG,2,2,Normal Tissue,Normal Tissue,0.989697277545929,True
123,GTEX-Y114-0008-SM-4TT8X,2,2,Normal Tissue,Normal Tissue,0.6159621477127075,True
124,GTEX-131YS-2826-SM-5EQ47,2,2,Normal Tissue,Normal Tissue,0.988598108291626,True
125,GTEX-11TUW-0626-SM-5LU9M,2,2,Normal Tissue,Normal Tissue,0.9962366223335266,True
126,TCGA-GN-A262-06,1,1,Metastasis,Metastasis,0.8545933365821838,True
127,TCGA-BF-AAP2-01,0,0,Primary Tumor,Primary Tumor,0.6633357405662537,True
128,GTEX-XUJ4-1826-SM-4BOOU,2,2,Normal Tissue,Normal Tissue,0.9868401288986206,True
129,TCGA-EE-A2MN-06,1,1,Metastasis,Metastasis,0.9481968879699707,True
130,GTEX-12WSJ-1126-SM-5LZVJ,2,2,Normal Tissue,Normal Tissue,0.9960836172103882,True
131,TCGA-FS-A1ZT-06,1,1,Metastasis,Metastasis,0.9601982831954956,True
132,GTEX-13SLX-0526-SM-5S2ON,2,2,Normal Tissue,Normal Tissue,0.9805945754051208,True
133,TCGA-EB-A5SE-01,0,0,Primary Tumor,Primary Tumor,0.8389397263526917,True
134,GTEX-13X6J-0126-SM-5QGOU,2,2,Normal Tissue,Normal Tissue,0.9990646243095398,True
135,GTEX-XMD1-0008-SM-4AT41,2,2,Normal Tissue,Normal Tissue,0.8619338274002075,True
136,GTEX-WVLH-0008-SM-4MVPD,2,2,Normal Tissue,Normal Tissue,0.7898331880569458,True
137,TCGA-EB-A5VV-06,1,1,Metastasis,Metastasis,0.9370052814483643,True
138,GTEX-YB5K-0008-SM-4VDT8,2,2,Normal Tissue,Normal Tissue,0.9329702854156494,True
139,GTEX-13O1R-0126-SM-5L3EH,2,2,Normal Tissue,Normal Tissue,0.9969866871833801,True
140,GTEX-139YR-1026-SM-5LZYN,2,2,Normal Tissue,Normal Tissue,0.9977508187294006,True
141,GTEX-11EQ8-0126-SM-5EQ54,2,2,Normal Tissue,Normal Tissue,0.9778746962547302,True
142,GTEX-1212Z-0126-SM-59HK4,2,2,Normal Tissue,Normal Tissue,0.9901503324508667,True
143,GTEX-ZZ64-1026-SM-5GZXG,2,2,Normal Tissue,Normal Tissue,0.955917239189148,True
144,GTEX-13X6J-0626-SM-5LU5F,2,2,Normal Tissue,Normal Tissue,0.9807850122451782,True
145,GTEX-ZVTK-0226-SM-51MRG,2,2,Normal Tissue,Normal Tissue,0.8058940172195435,True
146,GTEX-PLZ4-0008-SM-48TE6,2,2,Normal Tissue,Normal Tissue,0.9943956136703491,True
147,GTEX-WYJK-0526-SM-3NM8Z,2,2,Normal Tissue,Normal Tissue,0.9522970914840698,True
148,GTEX-ZVT2-0126-SM-5GIDQ,2,2,Normal Tissue,Normal Tissue,0.9904468059539795,True
149,GTEX-WXYG-2326-SM-4E3I6,2,2,Normal Tissue,Normal Tissue,0.9985237717628479,True
150,GTEX-ZDTS-0008-SM-4E3I8,2,2,Normal Tissue,Normal Tissue,0.8867267370223999,True
151,GTEX-ZQG8-1626-SM-5HL6H,2,2,Normal Tissue,Normal Tissue,0.9459521174430847,True
152,TCGA-D3-A2J7-06,1,1,Metastasis,Metastasis,0.9394503831863403,True
153,GTEX-YEC4-0008-SM-4W1YR,2,2,Normal Tissue,Normal Tissue,0.703441321849823,True
154,GTEX-XK95-0008-SM-4AT5G,2,2,Normal Tissue,Normal Tissue,0.9942986965179443,True
155,GTEX-ZTTD-2826-SM-4YCFA,2,2,Normal Tissue,Normal Tissue,0.6659883260726929,True
156,GTEX-11O72-0008-SM-5Q5DN,2,2,Normal Tissue,Normal Tissue,0.9077125191688538,True
157,TCGA-DA-A1I5-06,1,1,Metastasis,Metastasis,0.8707345724105835,True
158,TCGA-EB-A5KH-06,1,1,Metastasis,Metastasis,0.8147947192192078,True
159,GTEX-QV44-1926-SM-2S1RF,2,2,Normal Tissue,Normal Tissue,0.9978030323982239,True
160,GTEX-XUW1-0008-SM-4BOQH,2,2,Normal Tissue,Normal Tissue,0.9201205968856812,True
161,TCGA-EE-A2GK-06,1,1,Metastasis,Metastasis,0.9090726375579834,True
162,GTEX-13NZ8-0826-SM-5MR3I,2,2,Normal Tissue,Normal Tissue,0.9982696771621704,True
163,GTEX-WQUQ-0426-SM-3MJFU,2,2,Normal Tissue,Normal Tissue,0.992871105670929,True
164,GTEX-RUSQ-1526-SM-2TF62,2,2,Normal Tissue,Normal Tissue,0.9963313937187195,True
165,GTEX-11ZUS-0008-SM-5S2UO,2,1,Normal Tissue,Metastasis,0.6891518235206604,False
166,GTEX-WQUQ-0008-SM-4OOT1,2,2,Normal Tissue,Normal Tissue,0.9787455797195435,True
167,TCGA-FR-A3YO-06,1,1,Metastasis,Metastasis,0.846988320350647,True
168,GTEX-ZEX8-0008-SM-4E3JU,2,2,Normal Tissue,Normal Tissue,0.9822494983673096,True
169,GTEX-14C38-0726-SM-5SI6M,2,2,Normal Tissue,Normal Tissue,0.9758089780807495,True
170,TCGA-EB-A431-01,0,1,Primary Tumor,Metastasis,0.6445906758308411,False
171,TCGA-DA-A1IC-06,1,0,Metastasis,Primary Tumor,0.6750144958496094,False
172,GTEX-ZDTS-0126-SM-4WAY5,2,2,Normal Tissue,Normal Tissue,0.9933488965034485,True
173,GTEX-1399U-0008-SM-5S2VE,2,2,Normal Tissue,Normal Tissue,0.5621374249458313,True
174,TCGA-EE-A2GO-06,1,0,Metastasis,Primary Tumor,0.5226789116859436,False
175,TCGA-W3-AA1W-06,1,1,Metastasis,Metastasis,0.9548428058624268,True
176,GTEX-Y9LG-1126-SM-4VBQ7,2,2,Normal Tissue,Normal Tissue,0.998024582862854,True
177,TCGA-EB-A24C-01,0,0,Primary Tumor,Primary Tumor,0.7761769890785217,True
178,GTEX-X638-0126-SM-47JZ8,2,2,Normal Tissue,Normal Tissue,0.9950057864189148,True
179,GTEX-13N11-2326-SM-5IJBF,2,2,Normal Tissue,Normal Tissue,0.9958106279373169,True
180,GTEX-147F3-0526-SM-5SI98,2,2,Normal Tissue,Normal Tissue,0.853156566619873,True
181,TCGA-EB-A3XB-01,0,0,Primary Tumor,Primary Tumor,0.746013343334198,True
182,TCGA-EB-A551-01,0,1,Primary Tumor,Metastasis,0.8862445950508118,False
183,TCGA-FS-A1ZD-06,1,1,Metastasis,Metastasis,0.8921465873718262,True
184,GTEX-11EQ9-1626-SM-5PNY8,2,2,Normal Tissue,Normal Tissue,0.9465473890304565,True
185,TCGA-D3-A2JF-06,1,1,Metastasis,Metastasis,0.9371399879455566,True
186,GTEX-S3XE-0008-SM-3NM8O,2,2,Normal Tissue,Normal Tissue,0.8324589133262634,True
187,TCGA-WE-A8ZX-06,1,1,Metastasis,Metastasis,0.9603650569915771,True
188,TCGA-EE-A2MJ-06,1,1,Metastasis,Metastasis,0.8737747669219971,True
189,GTEX-T5JC-0426-SM-32PLO,2,2,Normal Tissue,Normal Tissue,0.9907442927360535,True
190,TCGA-BF-A1PZ-01,0,1,Primary Tumor,Metastasis,0.6063958406448364,False
191,GTEX-X4EP-0126-SM-3P5YV,2,2,Normal Tissue,Normal Tissue,0.9725281000137329,True
192,TCGA-EB-A44Q-06,1,1,Metastasis,Metastasis,0.9572135806083679,True
193,GTEX-111YS-0008-SM-5Q5BH,2,2,Normal Tissue,Normal Tissue,0.8607417345046997,True
194,GTEX-ZVZP-1226-SM-5GID7,2,2,Normal Tissue,Normal Tissue,0.9970868229866028,True
195,TCGA-EE-A2MS-06,1,1,Metastasis,Metastasis,0.8894354104995728,True
196,GTEX-XBED-2226-SM-47JYQ,2,2,Normal Tissue,Normal Tissue,0.9771172404289246,True
197,GTEX-PLZ6-0008-SM-48TD5,2,2,Normal Tissue,Normal Tissue,0.918417751789093,True
198,GTEX-ZEX8-2426-SM-4WKG4,2,2,Normal Tissue,Normal Tissue,0.993043065071106,True
199,TCGA-D3-A1Q7-06,1,1,Metastasis,Metastasis,0.9182891249656677,True
200,TCGA-GF-A3OT-06,1,1,Metastasis,Metastasis,0.794273853302002,True
201,TCGA-ER-A19G-06,1,1,Metastasis,Metastasis,0.968936562538147,True
202,TCGA-EB-A3Y6-01,0,0,Primary Tumor,Primary Tumor,0.8128321170806885,True
203,TCGA-WE-A8ZO-06,1,1,Metastasis,Metastasis,0.9178711771965027,True
204,GTEX-WH7G-0008-SM-4LVNM,2,2,Normal Tissue,Normal Tissue,0.9851120114326477,True
205,TCGA-EB-A4OZ-01,0,2,Primary Tumor,Normal Tissue,0.8586193323135376,False
206,GTEX-13FLV-0126-SM-5K7WT,2,2,Normal Tissue,Normal Tissue,0.9250395894050598,True
207,TCGA-DA-A95X-06,1,1,Metastasis,Metastasis,0.9165915250778198,True
208,GTEX-OHPK-0008-SM-4E3JL,2,2,Normal Tissue,Normal Tissue,0.4165223240852356,True
209,GTEX-ZVZQ-0326-SM-59HLL,2,2,Normal Tissue,Normal Tissue,0.885759711265564,True
210,GTEX-RU72-0926-SM-2TF6B,2,2,Normal Tissue,Normal Tissue,0.999065101146698,True
211,GTEX-1122O-0008-SM-5QGR2,2,2,Normal Tissue,Normal Tissue,0.9927380681037903,True
212,GTEX-OXRK-0226-SM-2YUN1,2,2,Normal Tissue,Normal Tissue,0.9977624416351318,True
213,GTEX-U8XE-0326-SM-3DB8P,2,2,Normal Tissue,Normal Tissue,0.9960923790931702,True
214,GTEX-OXRN-0126-SM-48TDM,2,2,Normal Tissue,Normal Tissue,0.996554970741272,True
215,GTEX-QEG4-0008-SM-48TYZ,2,2,Normal Tissue,Normal Tissue,0.9725582003593445,True
216,GTEX-ZGAY-0526-SM-4WWBB,2,2,Normal Tissue,Normal Tissue,0.9907737374305725,True
217,GTEX-QDT8-0008-SM-48U2F,2,2,Normal Tissue,Normal Tissue,0.9961467981338501,True
218,GTEX-13CF3-2426-SM-5IFGX,2,2,Normal Tissue,Normal Tissue,0.9969817996025085,True
219,TCGA-D3-A3C7-06,1,1,Metastasis,Metastasis,0.841402530670166,True
220,GTEX-X88G-0008-SM-47JWN,2,2,Normal Tissue,Normal Tissue,0.8220365643501282,True
221,GTEX-12126-0008-SM-5S2UC,2,2,Normal Tissue,Normal Tissue,0.9089612364768982,True
222,TCGA-ER-A19D-06,1,1,Metastasis,Metastasis,0.5340979695320129,True
223,TCGA-DA-A1HY-06,1,1,Metastasis,Metastasis,0.9066458940505981,True
224,GTEX-P4QR-0008-SM-48TE2,2,2,Normal Tissue,Normal Tissue,0.9972540736198425,True
225,GTEX-13S7M-0126-SM-5SI6A,2,2,Normal Tissue,Normal Tissue,0.9945650100708008,True
226,TCGA-W3-AA21-06,1,1,Metastasis,Metastasis,0.94336998462677,True
227,GTEX-ZYFG-2326-SM-5E44B,2,2,Normal Tissue,Normal Tissue,0.9969472289085388,True
228,GTEX-11DXY-0126-SM-5H11Q,2,2,Normal Tissue,Normal Tissue,0.9966042041778564,True
229,GTEX-ZY6K-1426-SM-5GZX2,2,2,Normal Tissue,Normal Tissue,0.6977776288986206,True
230,GTEX-11EMC-0008-SM-5Q5DR,2,2,Normal Tissue,Normal Tissue,0.905324399471283,True
231,GTEX-12WS9-0326-SM-59HJV,2,2,Normal Tissue,Normal Tissue,0.9931986927986145,True
232,GTEX-111VG-0008-SM-5Q5BG,2,2,Normal Tissue,Normal Tissue,0.9889004230499268,True
233,GTEX-XAJ8-1426-SM-47JYM,2,2,Normal Tissue,Normal Tissue,0.9773926138877869,True
234,GTEX-X5EB-0008-SM-46MU3,2,2,Normal Tissue,Normal Tissue,0.9880240559577942,True
235,TCGA-ER-A19K-01,0,0,Primary Tumor,Primary Tumor,0.7029462456703186,True
236,TCGA-EE-A2MI-06,1,1,Metastasis,Metastasis,0.8170483708381653,True
237,TCGA-GN-A267-06,1,1,Metastasis,Metastasis,0.8031384944915771,True
238,GTEX-YB5E-0008-SM-4VDT7,2,2,Normal Tissue,Normal Tissue,0.8858460783958435,True
239,GTEX-UPJH-0226-SM-3GADV,2,2,Normal Tissue,Normal Tissue,0.9890033602714539,True
240,GTEX-ZVT3-0008-SM-51MRI,2,2,Normal Tissue,Normal Tissue,0.8175863027572632,True
241,GTEX-XUJ4-0008-SM-4BOQI,2,2,Normal Tissue,Normal Tissue,0.9783285856246948,True
242,GTEX-Z93S-1626-SM-5CVMB,2,2,Normal Tissue,Normal Tissue,0.9766030311584473,True
243,TCGA-EB-A85J-01,0,1,Primary Tumor,Metastasis,0.888416051864624,False
244,GTEX-YJ8A-0426-SM-5IFID,2,2,Normal Tissue,Normal Tissue,0.9989153146743774,True
245,TCGA-WE-AAA4-06,1,1,Metastasis,Metastasis,0.9382444620132446,True
246,TCGA-DA-A1IA-06,1,1,Metastasis,Metastasis,0.6302802562713623,True
247,GTEX-13X6I-1826-SM-5SIAO,2,2,Normal Tissue,Normal Tissue,0.9830537438392639,True
248,GTEX-11EI6-2826-SM-5H11D,2,2,Normal Tissue,Normal Tissue,0.9854817390441895,True
249,GTEX-11WQC-1826-SM-5GU59,2,2,Normal Tissue,Normal Tissue,0.9974898099899292,True
250,GTEX-R55F-0126-SM-48FCK,2,2,Normal Tissue,Normal Tissue,0.9888521432876587,True
251,TCGA-ER-A42H-01,0,1,Primary Tumor,Metastasis,0.8309804201126099,False
252,TCGA-BF-AAP0-06,1,1,Metastasis,Metastasis,0.9615790843963623,True
253,TCGA-ER-A3PL-06,1,1,Metastasis,Metastasis,0.8828884363174438,True
254,GTEX-11DXY-0008-SM-5QGR4,2,2,Normal Tissue,Normal Tissue,0.9928714632987976,True
255,GTEX-OIZH-0126-SM-2HMIS,2,2,Normal Tissue,Normal Tissue,0.913355827331543,True
256,GTEX-11XUK-0008-SM-5S2WD,2,2,Normal Tissue,Normal Tissue,0.8571275472640991,True
257,GTEX-WZTO-0008-SM-4PQZZ,2,2,Normal Tissue,Normal Tissue,0.6212035417556763,True
258,GTEX-146FQ-2126-SM-5RQHU,2,2,Normal Tissue,Normal Tissue,0.9785651564598083,True
259,GTEX-X4EP-0008-SM-4PQYO,2,2,Normal Tissue,Normal Tissue,0.9952503442764282,True
260,TCGA-FR-A3YN-06,1,1,Metastasis,Metastasis,0.9498454928398132,True
261,GTEX-W5WG-0008-SM-4KL25,2,2,Normal Tissue,Normal Tissue,0.9775615334510803,True
262,TCGA-3N-A9WB-06,1,0,Metastasis,Primary Tumor,0.8715627193450928,False
263,TCGA-D3-A51T-06,1,1,Metastasis,Metastasis,0.9632824063301086,True
264,GTEX-WFJO-0008-SM-4LVN7,2,2,Normal Tissue,Normal Tissue,0.9993144273757935,True
265,GTEX-VUSG-0008-SM-4KL24,2,2,Normal Tissue,Normal Tissue,0.8164038062095642,True
266,GTEX-1399R-2726-SM-5IJBA,2,2,Normal Tissue,Normal Tissue,0.9899308681488037,True
267,TCGA-FW-A3R5-06,1,1,Metastasis,Metastasis,0.9212601780891418,True
268,TCGA-FS-A1ZJ-06,1,1,Metastasis,Metastasis,0.5451174974441528,True
269,TCGA-BF-AAOX-01,0,0,Primary Tumor,Primary Tumor,0.8254624009132385,True
270,TCGA-FR-A7U9-06,1,1,Metastasis,Metastasis,0.9452569484710693,True
271,GTEX-131XH-2226-SM-5DUXJ,2,2,Normal Tissue,Normal Tissue,0.9889561533927917,True
272,GTEX-Y8E4-0008-SM-4V6FW,2,2,Normal Tissue,Normal Tissue,0.8740461468696594,True
