idx,sample_id,y_true,y_pred,true_label,pred_label,confidence,correct
1207,GTEX-11OF3-0126-SM-5PNYF,2,2,Normal Tissue,Normal Tissue,0.9870720505714417,True
592,GTEX-13PVQ-0126-SM-5SIB4,2,2,Normal Tissue,Normal Tissue,0.8920785784721375,True
267,TCGA-FW-A3R5-06,1,1,Metastasis,Metastasis,0.9521381258964539,True
887,TCGA-BF-A3DM-01,0,1,Primary Tumor,Metastasis,0.7888087034225464,False
1198,GTEX-WXYG-0008-SM-4ONDU,2,2,Normal Tissue,Normal Tissue,0.9683400392532349,True
437,TCGA-ER-A2NC-06,1,1,Metastasis,Metastasis,0.9326979517936707,True
1037,GTEX-S341-0008-SM-4AD6D,2,2,Normal Tissue,Normal Tissue,0.9716700315475464,True
1106,GTEX-WH7G-2026-SM-3NMBL,2,2,Normal Tissue,Normal Tissue,0.916713535785675,True
731,TCGA-D9-A3Z4-01,0,1,Primary Tumor,Metastasis,0.9417629837989807,False
1123,GTEX-X5EB-2226-SM-46MW4,2,2,Normal Tissue,Normal Tissue,0.9886228442192078,True
396,GTEX-Y5V6-2326-SM-4VDSA,2,2,Normal Tissue,Normal Tissue,0.9933638572692871,True
886,GTEX-X4EO-2926-SM-4E3JH,2,2,Normal Tissue,Normal Tissue,0.9694604873657227,True
1229,GTEX-UJHI-0008-SM-4IHL1,2,2,Normal Tissue,Normal Tissue,0.871626615524292,True
620,GTEX-XBEW-0008-SM-4AT3Y,2,2,Normal Tissue,Normal Tissue,0.8418081402778625,True
284,GTEX-WHPG-2626-SM-3NMBR,2,2,Normal Tissue,Normal Tissue,0.9348827004432678,True
1041,GTEX-13113-1926-SM-5LZWG,2,2,Normal Tissue,Normal Tissue,0.9793094396591187,True
1052,GTEX-WYBS-0008-SM-4ONDX,2,2,Normal Tissue,Normal Tissue,0.4726387560367584,True
725,GTEX-145ME-1826-SM-5SI9G,2,2,Normal Tissue,Normal Tissue,0.9684122800827026,True
836,GTEX-139TU-0726-SM-5L3EK,2,2,Normal Tissue,Normal Tissue,0.9191341400146484,True
240,GTEX-ZVT3-0008-SM-51MRI,2,2,Normal Tissue,Normal Tissue,0.6329085826873779,True
27,TCGA-D3-A8GK-06,1,1,Metastasis,Metastasis,0.9238630533218384,True
821,GTEX-12WS9-0126-SM-5EGL7,2,2,Normal Tissue,Normal Tissue,0.9867043495178223,True
599,TCGA-GN-A9SD-06,1,1,Metastasis,Metastasis,0.9648597240447998,True
405,TCGA-YG-AA3O-06,1,1,Metastasis,Metastasis,0.9399431347846985,True
719,GTEX-111CU-1926-SM-5GZYZ,2,2,Normal Tissue,Normal Tissue,0.9683898091316223,True
594,GTEX-12ZZX-0126-SM-5EGK9,2,2,Normal Tissue,Normal Tissue,0.9746595025062561,True
1015,TCGA-DA-A95V-06,1,1,Metastasis,Metastasis,0.9695846438407898,True
869,GTEX-1313W-0626-SM-5EQ4H,2,2,Normal Tissue,Normal Tissue,0.9958831071853638,True
794,GTEX-146FR-1326-SM-5SIAJ,2,2,Normal Tissue,Normal Tissue,0.9283422231674194,True
341,TCGA-EE-A29X-06,1,1,Metastasis,Metastasis,0.9474768042564392,True
532,GTEX-W5X1-0008-SM-4LMKA,2,2,Normal Tissue,Normal Tissue,0.9428718090057373,True
148,GTEX-ZVT2-0126-SM-5GIDQ,2,2,Normal Tissue,Normal Tissue,0.9543913006782532,True
597,TCGA-DA-A1I0-06,1,1,Metastasis,Metastasis,0.9441319704055786,True
1090,GTEX-WCDI-0008-SM-47JYE,2,2,Normal Tissue,Normal Tissue,0.5607940554618835,True
804,GTEX-QCQG-1726-SM-3GIJ9,2,2,Normal Tissue,Normal Tissue,0.995692789554596,True
274,GTEX-WVJS-0008-SM-4MVPC,2,2,Normal Tissue,Normal Tissue,0.7773584723472595,True
607,GTEX-P4QS-0008-SM-48TDY,2,2,Normal Tissue,Normal Tissue,0.9914513230323792,True
1190,TCGA-FS-A1ZZ-06,1,0,Metastasis,Primary Tumor,0.41681334376335144,False
372,GTEX-ZUA1-2626-SM-5NQ92,2,2,Normal Tissue,Normal Tissue,0.9032357931137085,True
161,TCGA-EE-A2GK-06,1,1,Metastasis,Metastasis,0.8996058702468872,True
251,TCGA-ER-A42H-01,0,1,Primary Tumor,Metastasis,0.8621830940246582,False
